AccountID,Business_Industry,_WFR,Subscribers,Customer_Since,App & Portal Sessions,Alerts Sent to Travellers,Pre Trip Advisories Sent,DLP Completed Courses,Total Cases,Medical Cases,Security Cases,Travel Cases,Medical Cases: I&A,Medical Cases: Out-Patient,Medical Cases: In-Patient,"Medical Cases: Evacuation / Repatriation, & RMR",Security cases: I&A,Security cases: Referral,Security cases: Interventional Assistance,Security cases: Evacuation,Security cases: Active Monitoring
1622230,Commercial and Professional Services,Non-WFR,4150,4/1/23,21,0,0,0,123,8,122,0,8,0,0,0,121,1,0,0,0
1425542,Aviation Commercial,WFR1,100,4/3/24,14,0,0,0,7,6,0,1,1,3,0,2,0,0,0,0,0
1073557,Government and IGOs,Non-WFR,2200,5/1/24,11,0,0,0,10,10,1,0,8,0,0,2,1,0,0,0,0
1634294,Transport Services,WFR1,2500,9/30/24,332,0,0,0,5,1,3,1,1,0,0,0,2,1,0,0,0
1632562,Commercial and Professional Services,WFR2,50,10/21/24,181,0,0,0,3,0,2,1,0,0,0,0,1,1,0,0,0
1622424,Education,WFR1,400,6/30/24,202,0,0,0,31,30,1,0,12,18,0,0,1,0,0,0,0
1560528,NGOs,WFR1,200,10/15/24,588,0,0,0,4,0,2,2,0,0,0,0,2,0,0,0,0
1624751,NGOs,WFR1,55,2/29/24,124,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1628180,Banks and Financial Services,WFR3,130,3/29/24,81,1,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0
1635815,Education,WFR1,96,9/30/24,135,0,0,0,8,5,3,1,5,0,0,0,3,0,0,0,0
1633340,Automobiles and Components,WFR2,220,4/1/24,4,0,0,0,7,6,1,0,6,0,0,0,1,0,0,0,0
957507,Education,WFR1,150,6/11/19,123,0,0,0,8,4,6,0,4,0,0,0,6,0,0,0,0
1251952,Education,WFR1,192,3/31/24,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361467,Oil and Gas,WFR3,53,11/1/24,59,10,0,0,9,8,1,0,6,2,0,0,1,0,0,0,0
1607681,Media Entertainment Gaming,WFR3,100,7/31/24,1659,410,0,0,10,1,9,0,1,0,0,0,9,0,0,0,0
1226099,Consumer Services,WFR1,500,11/30/16,36,0,0,0,23,20,3,1,16,4,0,0,3,0,0,0,0
1630473,Electricity Generation and Renewables,WFR3,150,7/15/24,266,337,0,0,12,0,12,0,0,0,0,0,12,0,0,0,0
1631801,Commercial and Professional Services,WFR1,61,5/1/24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636318,NGOs,WFR1,50,7/31/24,29,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0
1575027,Heavy Industry Manufacturing and Machinery,WFR1,88,4/1/24,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463311,Engineering and Construction,WFR2,407,7/3/24,8,0,0,0,4,1,4,0,1,0,0,0,4,0,0,0,0
1587862,Commercial and Professional Services,WFR1,60,2/1/24,41,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
1551946,Healthcare Equipment and Services,WFR3,800,6/30/24,97,143,0,0,7,0,7,0,0,0,0,0,7,0,0,0,0
1637143,Tech Hardware Semiconductors and Equipment,WFR1,438,9/30/24,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577940,Heavy Industry Manufacturing and Machinery,WFR1,170,11/1/24,224,0,0,0,16,4,16,0,4,0,0,0,16,0,0,0,0
1024044,Banks and Financial Services,WFR1,500,1/1/12,487,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1218456,Automobiles and Components,WFR2,120,7/8/24,50,0,0,0,4,2,2,0,2,0,0,0,2,0,0,0,0
1628231,Government and IGOs,WFR1,1393,3/1/24,15,0,0,0,4,2,2,1,2,0,0,0,2,0,0,0,0
1631750,Engineering and Construction,WFR1,200,6/30/24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616301,Oil and Gas,WFR1,832,3/27/24,94,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0
1583266,Software services,WFR3,1745,6/28/24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394757,Electricity Generation and Renewables,WFR1,850,1/1/12,1858,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
283400,NGOs,WFR2,50,1/1/08,64,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1621972,Engineering and Construction,WFR1,78,4/1/24,75,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1614169,Banks and Financial Services,WFR3,600,8/15/24,64,505,0,0,7,0,7,0,0,0,0,0,7,0,0,0,0
1225566,Banks and Financial Services,WFR3,130,10/24/24,229,557,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0
1452789,Maritime Commercial,WFR1,100,3/1/24,326,0,0,0,6,2,4,1,2,0,0,0,4,0,0,0,0
1544760,Heavy Industry Manufacturing and Machinery,WFR1,400,2/22/18,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546192,Commercial and Professional Services,WFR3,100,6/28/24,408,71,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1623451,Commercial and Professional Services,WFR1,253,7/31/24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438727,Education,WFR1,700,9/20/24,562,0,0,0,17,13,4,0,4,9,0,0,4,0,0,0,0
1626471,Banks and Financial Services,WFR3,152,1/15/24,57,3544,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1626601,Banks and Financial Services,WFR3,440,1/10/24,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1627279,Education,WFR1,130,8/1/24,18,0,0,0,3,1,3,0,1,0,0,0,3,0,0,0,0
1628958,Transport Services,WFR1,1863,2/9/24,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
1565665,Heavy Industry Manufacturing and Machinery,WFR1,95,3/26/24,15,0,0,0,7,0,3,4,0,0,0,0,3,0,0,0,0
1573733,Government and IGOs,WFR1,50,5/1/24,216,0,0,0,11,8,7,0,8,0,0,0,7,0,0,0,0
1094380,Engineering and Construction,WFR2,50,2/1/20,100,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0
579734,Education,WFR1,1767,2/9/24,3062,0,0,0,94,82,12,1,58,24,0,0,12,0,0,0,0
1233097,Education,WFR1,9420,3/18/24,81,0,0,0,19,16,9,0,12,4,0,0,9,0,0,0,0
1637201,Oil and Gas,WFR1,86,10/1/24,59,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
1298726,Education,WFR2,1344,2/23/24,12,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0
1633741,Oil and Gas,WFR3,150,6/5/24,14,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1638664,Heavy Industry Manufacturing and Machinery,WFR1,94,9/15/24,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
1453279,Government and IGOs,WFR1,72,3/24/25,92,0,0,0,10,4,6,0,3,1,0,0,6,0,0,0,0
1630414,Education,WFR1,500,2/12/25,202,0,0,0,9,8,1,0,3,5,0,0,1,0,0,0,0
1243756,Electricity Generation and Renewables,WFR1,72,9/4/17,30,0,0,0,30,28,2,0,24,4,0,0,2,0,0,0,0
1667906,Transport Services,WFR1,50,5/21/25,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0
919649,Education,WFR1,121,6/1/12,25,0,0,0,22,22,2,0,13,9,0,0,2,0,0,0,0
1638465,Consumer Retail,WFR2,650,10/1/24,0,0,0,0,3,3,0,0,2,1,0,0,0,0,0,0,0
1519625,Banks and Financial Services,Non-WFR,1643,4/1/24,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1630056,Engineering and Construction,WFR1,50,4/12/24,219,0,0,0,6,6,0,0,3,3,0,0,0,0,0,0,0
1629988,Banks and Financial Services,WFR1,1328,3/15/24,0,0,0,0,55,55,0,0,26,29,0,0,0,0,0,0,0
1551485,Commercial and Professional Services,WFR1,3510,10/8/18,3,0,0,0,10,4,5,1,3,1,0,0,5,0,0,0,0
1665042,Software services,WFR2,65,4/1/25,0,0,0,0,5,5,0,0,4,1,0,0,0,0,0,0,0
1010055,Engineering and Construction,WFR3,474,11/29/13,6,0,0,0,5,5,0,0,4,1,0,0,0,0,0,0,0
1682426,Consumer Services,WFR1,220,8/14/25,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1232051,Heavy Industry Manufacturing and Machinery,WFR1,1000,4/25/25,0,0,0,0,7,7,0,0,5,1,0,1,0,0,0,0,0
1093572,Engineering and Construction,WFR1,66,7/1/25,33,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1645105,Engineering and Construction,WFR3,3462,6/23/25,47,44,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1097367,Education,Non-WFR,320,9/25/15,0,0,0,0,4,4,4,0,3,1,0,0,4,0,0,0,0
1241868,Banks and Financial Services,WFR1,114,2/24/25,13,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0
1640359,Banks and Financial Services,WFR3,200,4/1/25,348,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1637279,Chemicals,WFR3,368,9/26/24,206,396,0,0,16,1,16,0,1,0,0,0,10,6,0,0,0
1632673,Government and IGOs,WFR1,100,2/6/25,7,0,0,0,6,0,6,0,0,0,0,0,5,1,0,0,0
1293496,Mining,WFR2,10000,2/1/25,28,0,0,0,12,7,7,0,7,0,0,0,6,1,0,0,0
870137,Pharmaceuticals Biotech and Lifesciences,WFR3,577,4/2/18,13,127,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0
1222540,Consumer Retail,WFR1,255,8/7/25,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1472229,Software services,WFR1,400,6/30/23,60,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1584480,Oil and Gas,WFR3,387,6/1/20,0,0,0,0,11,10,1,0,10,0,0,0,1,0,0,0,0
1586010,Media Entertainment Gaming,WFR1,1000,2/28/24,0,0,0,0,5,1,4,0,1,0,0,0,4,0,0,0,0
1643877,NGOs,WFR1,161,2/28/25,209,0,0,0,3,1,2,0,1,0,0,0,2,0,0,0,0
1428504,Commercial and Professional Services,WFR3,100,7/1/25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1570635,Consumer Retail,WFR3,50,6/25/25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644843,NGOs,WFR1,74,6/30/25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666392,Software services,WFR1,300,4/7/25,160,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1634285,Education,WFR1,140,3/10/25,120,0,0,0,6,3,3,0,3,0,0,0,3,0,0,0,0
1654679,Banks and Financial Services,WFR3,300,7/15/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092007,Healthcare Equipment and Services,WFR1,2200,6/30/25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627873,Engineering and Construction,WFR1,200,11/1/07,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0
841232,Education,WFR1,68,7/1/12,19,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0
1330227,Heavy Industry Manufacturing and Machinery,WFR1,180,6/30/25,117,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0
1348595,Commercial and Professional Services,WFR3,500,4/18/25,26,0,0,0,2,1,2,0,1,0,0,0,2,0,0,0,0
1597677,Oil and Gas,WFR3,50,9/1/21,0,0,0,0,4,2,2,0,2,0,0,0,2,0,0,0,0
1676163,Consumer Retail,WFR1,149,7/31/25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265232,Education,Non-WFR,64,7/1/14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642897,Software services,WFR3,1000,7/30/25,5,527,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1640459,Tech Hardware Semiconductors and Equipment,WFR1,120,12/31/24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641540,Education,Non-WFR,58,1/1/25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636489,Heavy Industry Manufacturing and Machinery,WFR1,150,8/19/24,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1567014,Software services,WFR2,636,3/24/25,53,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1449684,Heavy Industry Manufacturing and Machinery,WFR1,167,11/1/24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1623454,Commercial and Professional Services,WFR1,90,5/1/25,104,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0
1633421,Mining,WFR1,84,4/1/24,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1638809,Telecommunication Services,WFR3,515,12/1/24,44,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209452,Banks and Financial Services,WFR1,100,10/1/07,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643127,Consumer Retail,WFR1,252,1/1/25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1639205,Banks and Financial Services,WFR1,50,5/19/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665043,Software services,WFR2,143,4/1/25,2,0,0,0,42,42,31,0,42,0,0,0,31,0,0,0,0
303365,Consumer Retail,WFR3,23973,11/22/07,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994744,Transport Services,WFR3,700,6/23/25,146,0,0,0,6,3,5,0,3,0,0,0,5,0,0,0,0
1627869,Commercial and Professional Services,WFR1,70,12/31/24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597442,Consumer Services,WFR1,400,4/15/24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1599752,NGOs,WFR1,50,2/15/25,179,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1628221,Electricity Generation and Renewables,WFR1,184,6/30/25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615642,Government and IGOs,WFR1,1500,10/23/24,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1613010,Government and IGOs,WFR3,300,12/31/24,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239261,Heavy Industry Manufacturing and Machinery,WFR1,50,3/22/17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261658,Engineering and Construction,WFR3,110,4/30/25,21,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1636078,Heavy Industry Manufacturing and Machinery,WFR3,160,6/1/25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668537,Heavy Industry Manufacturing and Machinery,WFR3,700,6/1/25,17,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1675434,Heavy Industry Manufacturing and Machinery,WFR3,56,7/15/25,74,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
1396313,Government and IGOs,WFR1,200,6/15/25,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596451,Media Entertainment Gaming,WFR2,58,5/26/25,21,0,0,0,19,1,19,0,1,0,0,0,19,0,0,0,0
1544792,Engineering and Construction,WFR3,800,4/1/25,128,289,0,0,7,1,6,0,1,0,0,0,6,0,0,0,0
573434,Media Entertainment Gaming,WFR1,800,12/11/06,219,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0
1095631,Mining,WFR1,85,1/1/25,11,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
976788,Engineering and Construction,WFR1,335,2/1/12,0,0,0,0,3,1,1,1,1,0,0,0,1,0,0,0,0
1189587,Pharmaceuticals Biotech and Lifesciences,WFR3,200,6/27/25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248314,Heavy Industry Manufacturing and Machinery,WFR3,2000,6/1/18,31,0,0,0,7,2,5,0,2,0,0,0,5,0,0,0,0
1669063,Oil and Gas,WFR3,300,7/1/25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631663,Software services,WFR3,100,5/31/24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386258,Pharmaceuticals Biotech and Lifesciences,WFR3,600,11/25/24,11,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
1576520,Heavy Industry Manufacturing and Machinery,WFR3,109,5/31/25,36,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
1518754,Oil and Gas,WFR1,300,6/11/25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668443,Media Entertainment Gaming,WFR1,200,7/2/25,16,0,0,0,5,3,5,0,3,0,0,0,5,0,0,0,0
1627368,Commercial and Professional Services,WFR3,98,12/30/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248200,Education,WFR3,400,11/17/14,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641611,Engineering and Construction,WFR1,259,1/1/25,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
1674896,Heavy Industry Manufacturing and Machinery,WFR3,80,#N/A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639353,Electricity Generation and Renewables,WFR1,100,5/31/25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282436,Food Beverage and Tobacco,WFR3,3000,3/1/25,46,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203221,Education,WFR2,1000,12/31/13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093677,NGOs,WFR1,65,5/31/25,203,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1669978,Software services,WFR1,65,7/15/25,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1596298,Software services,WFR1,70,4/1/25,41,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1233011,Education,WFR1,400,6/1/25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675413,Government and IGOs,WFR3,401,8/1/25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1668510,Mining,WFR3,514,6/23/25,26,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1641697,Banks and Financial Services,WFR2,3358,6/27/25,38,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
381561,Oil and Gas,WFR2,680,5/17/07,151,0,0,0,3,3,0,0,0,2,0,1,0,0,0,0,0
319710,NGOs,Non-WFR,299,3/21/12,1976,4312,0,0,28,28,1,0,13,14,0,1,1,0,0,0,0
330423,Engineering and Construction,Non-WFR,538,1/1/09,29,8,0,0,22,20,1,1,9,9,0,2,1,0,0,0,0
211564,Banks and Financial Services,WFR2,3723,4/28/12,505,0,0,0,49,33,13,3,27,5,0,1,12,1,0,0,0
46282,Oil and Gas,Non-WFR,1062,1/1/04,62,1353,0,0,14,14,0,0,11,3,0,0,0,0,0,0,0
411836,Commercial and Professional Services,WFR3,4163,1/11/08,413,83,0,0,40,31,20,0,20,11,0,0,20,0,0,0,0
169391,Pharmaceuticals Biotech and Lifesciences,Non-WFR,658,5/26/08,18,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0
1088966,Oil and Gas,WFR3,1100,2/13/14,358,6969,0,0,19,17,2,0,10,7,0,0,2,0,0,0,0
966694,Mining,Non-WFR,130,4/1/11,172,519,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0
624788,Engineering and Construction,WFR3,652,3/1/19,1867,4792,0,0,31,25,6,2,20,5,0,0,6,0,0,0,0
1231784,Education,Non-WFR,166,1/1/14,149,0,0,0,12,10,2,1,5,5,0,0,2,0,0,0,0
976287,Education,WFR2,8021,7/1/12,846,0,0,0,112,36,78,2,16,20,0,0,76,2,0,0,0
1570720,Education,WFR3,422,11/15/22,2745,3756,0,0,3,3,0,0,1,2,0,0,0,0,0,0,0
405101,Commercial and Professional Services,WFR3,1116,3/12/12,772,3671,0,0,19,11,8,1,6,5,0,0,8,0,0,0,0
1413658,Banks and Financial Services,Non-WFR,500,5/1/16,13,4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463246,Engineering and Construction,WFR3,248,6/1/21,11,1279,0,0,5,3,3,0,3,0,0,0,3,0,0,0,0
618974,Heavy Industry Manufacturing and Machinery,Non-WFR,104,1/1/12,104,1197,0,0,59,16,58,0,16,0,0,0,58,0,0,0,0
586594,Telecommunication Services,WFR3,250,5/1/08,63,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517271,Software services,WFR3,2499,1/1/07,243,402,0,0,12,4,4,4,2,2,0,0,4,0,0,0,0
1097901,Education,WFR3,100,12/16/21,119,4355,0,0,3,2,1,0,1,1,0,0,1,0,0,0,0
1210999,Heavy Industry Manufacturing and Machinery,WFR3,500,6/1/21,329,44,0,0,3,1,2,0,0,1,0,0,2,0,0,0,0
1232948,Heavy Industry Manufacturing and Machinery,WFR3,300,9/1/21,181,1072,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0
1310567,Media Entertainment Gaming,Non-WFR,77,3/1/20,21,2,0,0,3,1,2,0,1,0,0,0,2,0,0,0,0
1604247,Software services,WFR3,120,9/26/22,59,5,0,0,8,5,3,0,1,4,0,0,3,0,0,0,0
1575578,Banks and Financial Services,WFR3,62,3/20/20,47,1611,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
1544997,Heavy Industry Manufacturing and Machinery,WFR1,106,1/31/18,17,0,0,0,24,1,23,0,1,0,0,0,23,0,0,0,0
1566616,Consumer Retail,WFR1,50,5/5/19,30,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
807398,Banks and Financial Services,WFR3,3291,5/28/12,389,5944,0,0,28,24,5,0,18,6,0,0,5,0,0,0,0
281917,Oil and Gas,WFR2,1396,4/6/09,1423,0,0,0,48,38,11,0,31,7,0,0,10,1,0,0,0
1093783,Software services,WFR3,5480,6/14/23,680,157,0,0,76,73,0,3,42,31,0,0,0,0,0,0,0
1602831,Commercial and Professional Services,WFR3,450,1/1/23,35,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269148,Engineering and Construction,WFR1,260,11/1/11,0,101,0,0,15,14,0,1,13,1,0,0,0,0,0,0,0
1192720,Food Beverage and Tobacco,WFR3,50,1/15/19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624665,Commercial and Professional Services,WFR3,75,9/30/23,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525909,Consumer Retail,Non-WFR,100,1/23/20,31,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554254,Software services,WFR1,100,6/30/19,2,60,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
275218,Heavy Industry Manufacturing and Machinery,WFR3,784,10/1/07,611,13,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
502034,Heavy Industry Manufacturing and Machinery,WFR3,667,11/1/11,314,6,0,0,3,2,0,1,0,2,0,0,0,0,0,0,0
275825,Aviation: Mgt co/Charter Operator,WFR1,269,10/1/11,341,6,0,0,5,4,1,1,1,3,0,0,1,0,0,0,0
275229,Engineering and Construction,Non-WFR,261,2/22/12,12,21,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
268483,Tech Hardware Semiconductors and Equipment,WFR3,1234,11/24/11,199,16,0,0,3,3,0,0,2,1,0,0,0,0,0,0,0
318661,NGOs,WFR3,130,2/1/12,60,402,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
613305,Media Entertainment Gaming,WFR2,418,9/28/10,56,32,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0
44933,NGOs,Non-WFR,175,6/30/07,106,2212,0,0,22,18,3,3,16,2,0,0,3,0,0,0,0
1344152,Oil and Gas,Non-WFR,50,7/27/15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269533,Banks and Financial Services,WFR3,417,12/31/18,106,4345,0,0,3,1,2,0,1,0,0,0,2,0,0,0,0
1603038,Commercial and Professional Services,WFR3,353,4/29/22,65,38,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0
1325597,Oil and Gas,WFR3,90,10/22/15,0,321,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1098122,Heavy Industry Manufacturing and Machinery,WFR3,2525,8/1/15,59,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437914,Banks and Financial Services,WFR1,192,10/19/16,24,11,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0
45120,Engineering and Construction,Non-WFR,205,5/1/12,11,1018,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1450976,Commercial and Professional Services,WFR3,312,5/26/17,8,2009,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1525658,Commercial and Professional Services,Non-WFR,320,6/24/19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559269,Healthcare Equipment and Services,WFR3,100,7/26/21,5,6404,0,0,2,2,2,0,2,0,0,0,2,0,0,0,0
1063965,Commercial and Professional Services,Non-WFR,250,4/18/13,13,3746,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
46094,Heavy Industry Manufacturing and Machinery,WFR1,1236,5/19/12,141,6,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0
713331,Education,Non-WFR,411,6/1/12,491,771,0,0,3,0,3,0,0,0,0,0,2,1,0,0,0
1025801,Aviation Commercial,WFR3,125,12/23/16,14,2376,0,0,3,0,2,1,0,0,0,0,2,0,0,0,0
45150,Electricity Generation and Renewables,WFR3,1168,11/3/11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031431,Commercial and Professional Services,WFR3,2637,1/31/21,111,28,0,0,2,2,1,0,1,1,0,0,1,0,0,0,0
238722,Food Beverage and Tobacco,WFR3,59,10/31/08,85,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243337,Government and IGOs,WFR1,2700,5/1/12,160,710,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
773412,Automobiles and Components,WFR2,130,3/1/12,62,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092240,NGOs,WFR3,51,9/1/22,11,66,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0
314828,Pharmaceuticals Biotech and Lifesciences,WFR3,250,11/27/11,4,82,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1312041,Heavy Industry Manufacturing and Machinery,Non-WFR,239,6/28/15,94,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177335,NGOs,WFR3,69,3/7/13,281,0,0,0,5,1,4,0,1,0,0,0,2,2,0,0,0
1599998,Software services,WFR3,115,9/20/21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884694,Tech Hardware Semiconductors and Equipment,Non-WFR,2000,5/20/10,427,15944,0,0,6,3,0,3,3,0,0,0,0,0,0,0,0
1450888,Education,WFR3,1000,7/13/20,548,10126,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0
1556308,Education,WFR3,350,7/7/19,397,328,0,0,6,5,2,0,3,2,0,0,2,0,0,0,0
1560643,Education,WFR3,1650,5/31/19,208,34259,0,0,5,3,2,0,1,2,0,0,2,0,0,0,0
1559664,Commercial and Professional Services,Non-WFR,125,12/29/19,3,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573088,Tech Hardware Semiconductors and Equipment,WFR3,100,8/31/19,123,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642259,Heavy Industry Manufacturing and Machinery,Non-WFR,808,11/1/12,590,6725,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
