AccountID,Business_Industry,_WFR,Subscribers,Customer_Since,App & Portal Sessions,Alerts Sent to Travellers,Pre Trip Advisories Sent,DLP Completed Courses,Total Cases,Medical Cases,Security Cases,Travel Cases,Medical Cases: I&A,Medical Cases: Out-Patient,Medical Cases: In-Patient,"Medical Cases: Evacuation / Repatriation, & RMR",Security cases: I&A,Security cases: Referral,Security cases: Interventional Assistance,Security cases: Evacuation,Security cases: Active Monitoring
1575103,Healthcare Equipment and Services,WFR3,810,4/30/24,790,12457,2382,0,7,5,1,1,2,3,0,0,1,0,0,0,0
1599158,Software services,WFR3,2449,5/31/24,487,7240,2178,0,8,3,3,2,1,2,0,0,3,0,0,0,0
1593331,Maritime Commercial,WFR3,80,6/1/24,510,501,235,0,9,3,6,0,2,1,0,0,4,2,0,0,0
1470934,NGOs,WFR3,125,3/31/24,358,0,61,0,7,5,2,0,4,1,0,0,2,0,0,0,0
1631200,Electricity Generation and Renewables,WFR3,450,4/30/24,231,4480,877,0,3,2,1,0,2,0,0,0,1,0,0,0,0
831756,Engineering and Construction,WFR3,150,6/20/24,184,1170,130,0,2,1,2,0,1,0,0,0,2,0,0,0,0
1091954,Government and IGOs,Non-WFR,127,1/1/00,581,2151,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038806,Software services,WFR3,571,9/30/24,2758,8360,1614,0,11,4,1,6,3,1,0,0,0,1,0,0,0
763644,Education,WFR3,400,6/17/24,571,9073,422,0,21,14,3,4,5,9,0,0,3,0,0,0,0
1249006,Consumer Services,WFR3,50,5/31/24,244,1309,168,0,4,1,2,1,1,0,0,0,2,0,0,0,0
1626959,Commercial and Professional Services,WFR3,248,4/10/24,216,2416,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380953,Healthcare Equipment and Services,WFR3,1003,3/24/24,889,13752,3093,0,11,3,7,2,1,2,0,0,7,0,0,0,0
1625573,Software services,WFR3,315,8/12/24,254,2708,613,0,2,1,2,0,1,0,0,0,2,0,0,0,0
1634584,Oil and Gas,WFR3,244,6/15/24,95,2364,231,0,2,1,1,0,0,1,0,0,1,0,0,0,0
1629502,Electricity Generation and Renewables,WFR3,70,1/31/24,7,279,78,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1643952,Heavy Industry Manufacturing and Machinery,WFR3,950,3/31/25,219,1207,832,0,2,0,2,0,0,0,0,0,2,0,0,0,0
1591115,Tech Hardware Semiconductors and Equipment,WFR3,972,9/26/24,1209,46852,5884,0,25,17,5,5,7,10,0,0,5,0,0,0,0
1639532,Tech Hardware Semiconductors and Equipment,WFR3,1352,11/1/24,270,4173,753,0,2,2,0,0,0,2,0,0,0,0,0,0,0
262411,Software services,WFR3,220,10/10/24,122,2628,509,0,8,3,3,2,0,3,0,0,3,0,0,0,0
1449759,Food Beverage and Tobacco,WFR3,2484,3/5/20,146,167,130,0,5,1,5,0,1,0,0,0,5,0,0,0,0
1630087,Electricity Generation and Renewables,WFR3,329,9/18/24,14,134,5,0,2,1,1,0,0,1,0,0,1,0,0,0,0
1638956,Pharmaceuticals Biotech and Lifesciences,WFR3,123,10/21/24,167,150,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569121,Healthcare Equipment and Services,WFR3,500,3/31/25,135,497,12,0,2,1,0,1,0,1,0,0,0,0,0,0,0
1638344,Commercial and Professional Services,WFR3,465,3/31/25,33,977,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093684,Consumer Retail,WFR3,1179,7/1/12,169,0,577,0,3,1,3,0,1,0,0,0,2,1,0,0,0
1634853,NGOs,WFR3,71,1/1/25,152,595,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597850,Heavy Industry Manufacturing and Machinery,WFR3,300,10/21/21,38,0,4,0,2,0,1,1,0,0,0,0,1,0,0,0,0
1595241,Government and IGOs,WFR3,80,9/1/24,180,40,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588468,NGOs,WFR3,285,1/31/25,590,134,11,0,2,2,0,0,2,0,0,0,0,0,0,0,0
1472384,Automobiles and Components,WFR3,1500,5/21/25,4,0,4,0,16,12,6,2,12,0,0,0,5,1,0,0,0
1583616,Software services,WFR3,3244,7/1/25,4,1099,881,0,10,6,5,1,3,3,0,0,5,0,0,0,0
1471072,Pharmaceuticals Biotech and Lifesciences,WFR3,320,5/31/25,32,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675532,Telecommunication Services,WFR3,1500,7/31/25,15,0,15,0,9,5,4,0,4,1,0,0,4,0,0,0,0
1635874,Mining,WFR3,150,12/31/24,262,0,169,0,3,2,0,1,1,1,0,0,0,0,0,0,0
1613313,NGOs,WFR3,70,1/15/25,95,142,197,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1575981,Commercial and Professional Services,WFR3,1025,2/24/20,191,4785,1125,0,2,1,2,0,1,0,0,0,2,0,0,0,0
1068962,NGOs,WFR3,2817,3/25/25,411,127,64,0,6,5,0,1,4,1,0,0,0,0,0,0,0
113160,Tech Hardware Semiconductors and Equipment,WFR1,50,5/1/10,84,593,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45714,Education,WFR3,1550,10/31/24,2490,7339,851,0,7,2,3,2,1,1,0,0,2,1,0,0,0
1328540,Tech Hardware Semiconductors and Equipment,WFR3,800,11/6/24,699,13639,2206,0,10,3,4,4,1,1,0,1,4,0,0,0,0
1638468,Heavy Industry Manufacturing and Machinery,WFR3,591,12/31/24,249,2328,411,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1640792,Consumer Retail,WFR3,82,1/14/25,122,296,49,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1576903,Heavy Industry Manufacturing and Machinery,WFR3,50,10/1/20,59,816,267,0,4,1,3,0,0,0,0,1,3,0,0,0,0
1473736,Electricity Generation and Renewables,WFR3,2750,9/1/16,1318,36538,10802,0,9,2,5,2,0,1,0,1,5,0,0,0,0
1422242,Heavy Industry Manufacturing and Machinery,WFR3,50,1/1/23,54,2154,404,0,2,1,0,1,0,0,0,1,0,0,0,0,0
840955,Automobiles and Components,WFR3,3109,6/1/20,505,45169,12018,0,23,9,10,5,4,4,0,1,10,0,0,0,0
1080455,Media Entertainment Gaming,Non-WFR,300,7/1/13,1,0,666,0,2,2,0,0,1,0,0,1,0,0,0,0,0
1030950,Food Beverage and Tobacco,Non-WFR,168,1/7/13,0,306,239,0,2,2,0,0,0,0,0,2,0,0,0,0,0
770695,Consumer Retail,WFR3,6244,2/20/08,1663,65228,18750,0,53,28,27,4,18,8,0,2,27,0,0,0,0
590251,Automobiles and Components,WFR3,6486,8/1/17,1206,51982,8904,0,30,17,9,5,11,5,0,1,9,0,0,0,0
1077106,Engineering and Construction,WFR3,3910,7/11/16,555,9677,3215,0,8,6,3,0,5,0,0,1,3,0,0,0,0
106023,Engineering and Construction,Non-WFR,2000,1/1/18,1520,11504,3315,0,17,13,1,3,10,2,0,1,0,1,0,0,0
1344172,Engineering and Construction,WFR3,350,2/28/20,191,25,160,0,8,8,0,0,4,3,0,1,0,0,0,0,0
1565427,Oil and Gas,WFR3,100,4/15/19,193,521,257,0,2,1,1,0,0,0,0,1,1,0,0,0,0
113434,NGOs,WFR3,86,5/15/08,892,1275,45,0,15,15,0,0,7,7,0,1,0,0,0,0,0
781525,Pharmaceuticals Biotech and Lifesciences,WFR3,2255,4/30/12,534,62202,3331,0,7,7,0,0,4,2,0,1,0,0,0,0,0
695212,Telecommunication Services,WFR3,990,4/4/07,161,5518,986,0,2,2,0,0,0,1,0,1,0,0,0,0,0
199184,Banks and Financial Services,WFR3,2175,2/26/07,86,7031,3120,0,6,3,3,0,0,1,0,2,3,0,0,0,0
79323,Mining,WFR3,610,6/27/10,295,11382,1036,0,15,14,2,0,9,4,0,1,2,0,0,0,0
46467,Banks and Financial Services,Non-WFR,28812,6/18/08,904,110378,49623,0,69,54,4,14,30,23,0,1,4,0,0,0,0
595886,Heavy Industry Manufacturing and Machinery,Non-WFR,854,5/5/09,2360,7793,1777,0,14,6,10,0,4,1,0,1,9,1,0,0,0
743711,Commercial and Professional Services,Non-WFR,28205,10/30/11,3408,185544,92923,0,49,36,6,9,19,16,0,1,6,0,0,0,0
344215,Education,WFR3,2799,6/30/11,3343,65592,3943,0,130,19,115,0,16,2,0,1,114,1,0,0,0
701143,NGOs,Non-WFR,299,12/1/07,126,4957,1304,0,8,5,2,1,3,1,0,1,2,0,0,0,0
46509,Banks and Financial Services,Non-WFR,16494,4/1/07,942,28637,29822,0,55,45,7,6,33,10,0,2,7,0,0,0,0
916134,NGOs,WFR3,1425,10/30/13,657,30275,7000,0,20,13,6,1,8,3,0,2,5,1,0,0,0
1237213,Tech Hardware Semiconductors and Equipment,WFR3,2507,6/29/18,1021,28901,4898,0,20,12,9,0,2,9,0,1,9,0,0,0,0
1268841,Pharmaceuticals Biotech and Lifesciences,WFR3,5455,7/31/20,1822,33834,4340,0,20,16,2,2,7,7,0,2,2,0,0,0,0
79134,NGOs,Non-WFR,1280,10/1/05,488,8678,1903,0,60,54,5,3,27,26,0,1,5,0,0,0,0
256395,NGOs,WFR3,970,9/30/12,2049,6231,1808,0,33,5,29,0,3,1,0,1,28,1,0,0,0
1544694,Banks and Financial Services,WFR3,137,6/29/18,781,2243,675,0,7,7,0,0,3,3,0,1,0,0,0,0,0
335043,Food Beverage and Tobacco,Non-WFR,2282,12/31/11,2056,12919,3475,0,10,7,2,1,3,3,0,1,2,0,0,0,0
308810,Consumer Retail,WFR3,350,1/1/07,1217,9930,3056,0,8,4,2,2,2,1,0,1,2,0,0,0,0
45003,NGOs,WFR3,322,6/3/06,355,3608,1128,0,8,5,3,1,3,1,0,1,3,0,0,0,0
1473739,Aerospace and Defense,WFR3,3111,1/1/17,332,10748,2744,0,40,7,21,14,6,0,0,1,20,1,0,0,0
1573228,Engineering and Construction,WFR3,159,12/1/19,252,1948,255,0,10,3,7,0,2,0,0,1,6,1,0,0,0
1052961,Aviation Commercial,WFR3,1648,7/1/16,1474,11725,3576,0,4,4,0,0,3,0,0,1,0,0,0,0,0
1091681,Engineering and Construction,WFR3,370,2/1/15,104,1984,721,0,4,3,0,1,1,1,0,1,0,0,0,0,0
483543,Engineering and Construction,WFR3,399,11/1/08,219,5585,1440,0,7,5,4,0,4,0,0,1,4,0,0,0,0
342728,Telecommunication Services,WFR3,899,10/15/06,732,11621,3095,0,16,11,6,1,5,5,0,1,5,1,0,0,0
296907,Heavy Industry Manufacturing and Machinery,WFR3,102,8/24/12,543,11153,2132,0,2,1,1,0,0,1,0,0,1,0,0,0,0
1559080,Electricity Generation and Renewables,WFR3,1274,7/31/19,1596,25665,4368,0,6,4,2,1,4,0,0,0,2,0,0,0,0
1022944,Engineering and Construction,WFR3,111,5/18/14,437,659,257,0,10,7,4,0,5,2,0,0,4,0,0,0,0
602303,Heavy Industry Manufacturing and Machinery,WFR3,250,3/11/09,132,3679,912,0,5,2,3,0,1,1,0,0,3,0,0,0,0
491430,Government and IGOs,WFR3,97,2/12/07,144,464,130,0,8,3,6,0,3,0,0,0,6,0,0,0,0
652817,Electricity Generation and Renewables,WFR3,1636,12/31/11,585,115,3676,0,9,2,2,5,1,1,0,0,2,0,0,0,0
823410,Engineering and Construction,WFR3,3635,9/30/08,3444,9688,1934,0,6,4,2,0,4,0,0,0,2,0,0,0,0
1204306,Engineering and Construction,Non-WFR,525,1/15/17,754,3142,421,0,7,4,3,0,1,3,0,0,3,0,0,0,0
1548923,Food Beverage and Tobacco,WFR3,452,1/1/18,12,2038,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576355,Transport Services,Non-WFR,68,10/27/19,42,2372,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294526,NGOs,WFR3,1783,2/23/06,321,2590,1548,0,28,17,12,1,12,5,0,0,12,0,0,0,0
973585,Engineering and Construction,Non-WFR,179,11/26/19,274,15,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0
46059,Oil and Gas,WFR3,4450,5/31/10,442,89227,21188,0,10,7,3,1,3,4,0,0,2,1,0,0,0
46486,Heavy Industry Manufacturing and Machinery,WFR3,1626,10/1/07,1026,19434,3070,0,6,1,4,1,1,0,0,0,3,1,0,0,0
1193040,Aviation Commercial,WFR3,630,2/4/14,52,18253,3505,0,4,3,0,1,2,1,0,0,0,0,0,0,0
261734,Heavy Industry Manufacturing and Machinery,WFR3,2860,4/26/11,282,11593,2671,0,6,3,2,1,2,1,0,0,2,0,0,0,0
262153,Healthcare Equipment and Services,WFR3,21397,6/15/12,951,136563,38786,0,16,5,9,3,4,1,0,0,9,0,0,0,0
1098087,Software services,WFR3,7709,5/28/14,658,54066,671,0,33,18,16,1,11,7,0,0,15,1,0,0,0
1178879,Software services,WFR3,1550,5/7/14,399,15679,3806,0,9,6,2,1,3,3,0,0,1,1,0,0,0
1197908,Commercial and Professional Services,WFR3,651,9/1/13,208,23022,1017,0,9,5,5,0,4,1,0,0,5,0,0,0,0
1217621,Consumer Retail,WFR3,322,1/17/14,48,3155,687,0,6,0,4,2,0,0,0,0,4,0,0,0,0
1558773,Software services,WFR3,500,12/14/21,237,4963,1036,0,2,0,2,0,0,0,0,0,1,1,0,0,0
1295996,Food Beverage and Tobacco,WFR3,671,3/31/15,169,4834,1594,0,7,4,1,2,3,1,0,0,1,0,0,0,0
1095231,Automobiles and Components,WFR3,2000,4/1/14,121,2474,141,0,2,0,2,0,0,0,0,0,2,0,0,0,0
1330152,Food Beverage and Tobacco,WFR3,2000,3/31/19,1012,21396,6265,0,20,10,10,1,5,5,0,0,9,1,0,0,0
1421354,Pharmaceuticals Biotech and Lifesciences,WFR3,1740,8/31/19,52,16502,784,0,1,1,0,0,0,1,0,0,0,0,0,0,0
845509,Heavy Industry Manufacturing and Machinery,WFR3,517,6/1/23,354,8854,17,0,6,6,0,0,2,4,0,0,0,0,0,0,0
996582,Engineering and Construction,WFR3,118,9/12/20,788,1034,36,0,33,29,1,3,10,19,0,0,1,0,0,0,0
1013186,Software services,WFR3,2909,2/1/12,1278,54,6384,0,18,13,2,4,8,5,0,0,2,0,0,0,0
1185633,Commercial and Professional Services,WFR3,1659,5/1/16,214,22899,2974,0,6,6,0,0,2,4,0,0,0,0,0,0,0
867454,Chemicals,Non-WFR,3450,3/1/12,8548,20652,4342,0,11,5,3,3,3,2,0,0,3,0,0,0,0
1093791,Commercial and Professional Services,WFR3,83,10/3/07,451,1561,783,0,45,35,8,2,20,15,0,0,8,0,0,0,0
276373,Consumer Retail,Non-WFR,635,5/4/10,437,1053,49,0,4,1,2,1,1,0,0,0,2,0,0,0,0
423408,Maritime Commercial,WFR3,58,8/1/12,163,10,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541149,Engineering and Construction,WFR3,70,9/20/17,72,701,76,0,1,1,0,0,1,0,0,0,0,0,0,0,0
44438,Engineering and Construction,WFR3,338,4/1/07,162,5669,1000,0,2,2,0,0,1,1,0,0,0,0,0,0,0
826650,Healthcare Equipment and Services,WFR3,1800,6/30/17,2163,19681,3348,0,9,6,2,1,2,4,0,0,1,1,0,0,0
764134,Engineering and Construction,WFR3,186,4/18/08,31,118,25,0,1,1,0,0,1,0,0,0,0,0,0,0,0
301156,Food Beverage and Tobacco,WFR3,1206,9/13/11,2510,12952,2845,0,22,12,10,0,6,6,0,0,9,1,0,0,0
1045805,Food Beverage and Tobacco,WFR3,421,5/9/12,436,8522,1133,0,9,5,4,0,4,1,0,0,2,2,0,0,0
1091849,Software services,WFR3,160,5/3/12,248,486,186,0,5,4,1,0,2,2,0,0,1,0,0,0,0
957567,Food Beverage and Tobacco,Non-WFR,3808,6/21/12,1244,72396,13553,0,31,18,15,1,11,7,0,0,14,1,0,0,0
34424,Pharmaceuticals Biotech and Lifesciences,WFR3,161,4/1/09,371,2005,547,0,20,18,1,1,7,11,0,0,1,0,0,0,0
915716,Engineering and Construction,WFR3,4705,10/28/10,2442,32289,2746,0,53,7,46,1,4,3,0,0,44,2,0,0,0
212298,Oil and Gas,WFR3,485,11/14/06,403,4145,750,0,11,7,4,1,3,4,0,0,4,0,0,0,0
45477,Chemicals,WFR3,3805,3/1/12,2735,24784,7047,0,15,11,3,1,5,6,0,0,3,0,0,0,0
1584719,NGOs,WFR3,71,6/11/21,558,146,23,0,98,95,11,0,28,67,0,0,11,0,0,0,0
1587000,Oil and Gas,WFR3,170,3/1/23,94,2636,682,0,3,2,1,0,1,1,0,0,1,0,0,0,0
512412,Electricity Generation and Renewables,Non-WFR,497,5/4/10,290,2718,572,0,3,3,0,0,2,1,0,0,0,0,0,0,0
33999,Chemicals,Non-WFR,4461,12/1/05,2530,27298,7494,0,29,25,1,3,17,8,0,0,1,0,0,0,0
45698,Commercial and Professional Services,WFR3,464,10/1/07,193,5635,1310,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1427293,Heavy Industry Manufacturing and Machinery,WFR3,1471,6/30/16,209,40520,7434,0,7,7,0,0,5,2,0,0,0,0,0,0,0
304359,Heavy Industry Manufacturing and Machinery,WFR3,1123,8/5/08,1528,249,44,0,20,16,0,4,11,5,0,0,0,0,0,0,0
253185,Food Beverage and Tobacco,WFR3,1277,3/8/12,3037,55126,3061,0,21,14,3,4,8,6,0,0,3,0,0,0,0
738442,Chemicals,WFR3,302,10/22/11,83,4069,472,0,3,2,1,0,1,1,0,0,1,0,0,0,0
45275,Education,WFR3,872,5/1/12,4252,8514,1537,0,71,56,11,7,38,18,0,0,10,1,0,0,0
46398,NGOs,WFR3,1706,12/1/11,2168,14432,3412,0,24,15,8,3,7,8,0,0,8,0,0,0,0
1286038,Government and IGOs,Non-WFR,1113,4/17/17,321,10237,1885,0,8,6,1,1,4,2,0,0,1,0,0,0,0
814421,Food Beverage and Tobacco,WFR3,1182,1/1/14,353,9583,2431,0,5,4,0,1,2,2,0,0,0,0,0,0,0
1603364,Heavy Industry Manufacturing and Machinery,WFR3,160,5/1/23,485,4904,1009,0,10,5,4,1,2,3,0,0,4,0,0,0,0
1543900,Software services,Non-WFR,700,1/15/19,993,26569,3123,0,63,50,14,0,27,23,0,0,13,1,0,0,0
1217979,Banks and Financial Services,WFR3,2400,12/31/18,1680,20895,6657,0,16,5,12,0,3,2,0,0,11,1,0,0,0
1198657,Banks and Financial Services,WFR3,800,2/1/14,194,2364,1,0,13,8,5,0,5,3,0,0,4,1,0,0,0
1256802,Heavy Industry Manufacturing and Machinery,WFR3,1680,1/31/20,1886,14413,2446,0,16,7,8,1,5,2,0,0,8,0,0,0,0
822804,Banks and Financial Services,WFR3,2129,1/1/09,372,16743,6393,0,38,31,31,0,31,0,0,0,31,0,0,0,0
115593,Aerospace and Defense,Non-WFR,415,6/30/15,200,3799,483,0,6,6,0,0,2,4,0,0,0,0,0,0,0
353301,Electricity Generation and Renewables,WFR3,76,2/14/07,233,832,120,0,4,1,3,1,1,0,0,0,2,1,0,0,0
476386,Tech Hardware Semiconductors and Equipment,WFR3,75,1/1/10,1131,30046,6727,0,5,1,4,0,1,0,0,0,4,0,0,0,0
1089395,Telecommunication Services,WFR3,4500,6/30/15,3660,43857,15075,0,83,17,74,2,14,3,0,0,40,2,0,0,32
1016241,Engineering and Construction,WFR3,130,1/13/12,383,492,93,0,6,1,5,0,1,0,0,0,0,0,0,0,5
1550312,Heavy Industry Manufacturing and Machinery,WFR3,50,2/15/19,145,1128,588,0,21,2,20,1,2,0,0,0,19,0,0,0,1
1184520,Banks and Financial Services,Non-WFR,956,12/31/16,155,10714,2665,0,17,1,16,0,0,1,0,0,15,0,0,0,1
1068219,Aviation Commercial,Non-WFR,200,7/27/14,683,28487,971,0,13,1,13,0,1,0,0,0,11,1,0,0,1
598850,Consumer Retail,WFR3,100,4/10/17,77,1279,241,0,4,0,4,0,0,0,0,0,4,0,0,0,0
448401,Tech Hardware Semiconductors and Equipment,Non-WFR,390,7/18/07,208,7252,1819,0,4,2,1,1,2,0,0,0,1,0,0,0,0
1520000,Maritime Commercial,WFR3,150,4/1/18,243,1958,519,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1386229,Heavy Industry Manufacturing and Machinery,WFR3,370,6/1/20,67,8570,868,0,1,0,0,1,0,0,0,0,0,0,0,0,0
803810,Commercial and Professional Services,WFR3,143,7/15/12,46,987,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576328,Transport Services,WFR3,450,2/28/20,49,2693,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576636,Heavy Industry Manufacturing and Machinery,Non-WFR,75,12/31/19,48,1027,146,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1577694,Commercial and Professional Services,Non-WFR,80,6/1/20,47,645,248,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1330155,Aviation Commercial,WFR3,500,7/1/22,588,33,18,0,5,0,5,0,0,0,0,0,5,0,0,0,0
1450610,Heavy Industry Manufacturing and Machinery,Non-WFR,60,4/1/18,12,227,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453288,Government and IGOs,WFR3,500,10/31/20,37,55,35,0,2,1,0,1,1,0,0,0,0,0,0,0,0
1457254,Commercial and Professional Services,Non-WFR,70,10/31/17,87,325,96,0,2,2,0,0,1,1,0,0,0,0,0,0,0
1440654,Commercial and Professional Services,WFR3,60,6/29/18,173,1288,238,0,2,1,1,0,0,1,0,0,1,0,0,0,0
1443059,Engineering and Construction,WFR3,120,4/1/19,92,2904,244,0,2,1,1,0,1,0,0,0,1,0,0,0,0
1444686,Heavy Industry Manufacturing and Machinery,WFR3,276,7/1/17,176,4292,871,0,8,5,1,2,3,2,0,0,1,0,0,0,0
1585062,Heavy Industry Manufacturing and Machinery,WFR3,65,11/1/20,53,1006,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585479,Heavy Industry Manufacturing and Machinery,WFR3,60,3/1/21,25,1948,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586993,Banks and Financial Services,WFR3,1450,12/31/20,54,2642,391,0,4,1,4,0,1,0,0,0,4,0,0,0,0
1282053,Consumer Retail,WFR3,50,6/30/23,426,2428,893,0,4,3,2,0,3,0,0,0,2,0,0,0,0
1463468,Aerospace and Defense,WFR3,140,9/1/18,20,807,380,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1468618,Banks and Financial Services,WFR3,75,2/29/20,131,16651,2655,0,3,0,3,0,0,0,0,0,3,0,0,0,0
985840,Commercial and Professional Services,WFR3,548,7/1/10,299,4294,1140,0,4,2,1,1,2,0,0,0,1,0,0,0,0
1471131,Education,WFR3,150,9/1/20,208,5193,1132,0,3,1,0,2,1,0,0,0,0,0,0,0,0
1419694,Banks and Financial Services,WFR3,287,5/1/18,28,3140,632,0,38,2,37,0,2,0,0,0,37,0,0,0,0
1561364,Heavy Industry Manufacturing and Machinery,WFR3,185,3/31/21,142,3275,682,0,4,2,2,0,2,0,0,0,2,0,0,0,0
1562592,Banks and Financial Services,WFR3,150,2/12/20,101,3111,693,0,2,1,0,1,1,0,0,0,0,0,0,0,0
1446486,Tech Hardware Semiconductors and Equipment,WFR3,68,12/16/16,15,593,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523827,Aerospace and Defense,WFR3,1915,6/1/18,1006,17044,4641,0,3,1,2,0,1,0,0,0,2,0,0,0,0
1543073,Consumer Retail,WFR3,1875,12/1/20,117,8839,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045165,Engineering and Construction,Non-WFR,69,8/18/15,108,12947,1336,0,6,5,1,0,1,4,0,0,1,0,0,0,0
589022,Automobiles and Components,WFR3,1808,4/15/18,191,8209,1893,0,6,3,4,1,3,0,0,0,4,0,0,0,0
244073,Oil and Gas,WFR3,125,10/6/06,147,142,172,0,7,3,4,1,2,1,0,0,4,0,0,0,0
1602316,Heavy Industry Manufacturing and Machinery,WFR3,120,3/20/23,216,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561816,Engineering and Construction,WFR3,275,12/30/18,21,484,91,0,11,4,6,1,2,2,0,0,6,0,0,0,0
1564893,Media Entertainment Gaming,WFR3,500,4/17/20,127,5205,746,0,8,4,2,2,2,2,0,0,1,1,0,0,0
1565033,NGOs,WFR3,70,5/22/23,283,1050,298,0,3,1,1,1,0,1,0,0,1,0,0,0,0
980178,Banks and Financial Services,Non-WFR,2200,1/1/11,42,7479,5651,0,4,0,4,0,0,0,0,0,4,0,0,0,0
918695,Consumer Retail,WFR3,200,4/15/22,78,273,252,0,1,0,1,0,0,0,0,0,1,0,0,0,0
959821,Government and IGOs,WFR3,600,5/1/23,102,12440,1807,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1074774,Consumer Retail,WFR3,420,6/15/17,6,855,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913032,Banks and Financial Services,WFR3,129,9/1/10,135,1129,2,0,3,2,1,0,2,0,0,0,1,0,0,0,0
1011783,Heavy Industry Manufacturing and Machinery,WFR3,234,2/15/12,89,1669,515,0,8,2,6,0,1,1,0,0,6,0,0,0,0
717577,Consumer Retail,WFR3,800,10/1/14,285,3906,1417,0,2,0,2,0,0,0,0,0,2,0,0,0,0
340641,Engineering and Construction,Non-WFR,136,1/1/07,15,1932,724,0,6,2,5,0,2,0,0,0,5,0,0,0,0
209578,Consumer Retail,WFR1,3607,1/1/08,544,7,7148,0,9,6,2,1,4,2,0,0,2,0,0,0,0
1002741,Banks and Financial Services,WFR3,1200,8/16/22,25,0,770,0,4,3,0,1,1,2,0,0,0,0,0,0,0
1074602,Education,WFR3,7800,5/1/17,3006,191758,79,0,29,21,8,0,14,7,0,0,8,0,0,0,0
105608,Commercial and Professional Services,Non-WFR,5090,1/1/12,2456,32251,11219,0,5,2,2,1,2,0,0,0,2,0,0,0,0
1036622,Consumer Retail,WFR3,227,7/1/12,356,4147,388,0,4,3,1,0,1,2,0,0,1,0,0,0,0
106797,Oil and Gas,WFR3,1287,11/4/05,1001,10905,1958,0,15,9,5,2,5,4,0,0,4,1,0,0,0
718642,Electricity Generation and Renewables,WFR3,3008,4/22/08,607,36745,7294,0,5,3,5,0,3,0,0,0,5,0,0,0,0
724207,Consumer Retail,Non-WFR,1510,2/28/17,178,13891,3094,0,4,2,2,0,2,0,0,0,2,0,0,0,0
1061335,Consumer Retail,WFR3,2250,2/28/18,503,16415,3951,0,5,2,2,1,1,1,0,0,2,0,0,0,0
1092238,Heavy Industry Manufacturing and Machinery,WFR3,300,10/17/14,495,8255,2050,0,6,2,3,1,1,1,0,0,3,0,0,0,0
1069217,Heavy Industry Manufacturing and Machinery,WFR3,254,9/1/12,193,3972,668,0,2,2,0,0,1,1,0,0,0,0,0,0,0
847223,Consumer Retail,WFR3,100,8/1/12,41,3691,653,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1094671,Heavy Industry Manufacturing and Machinery,WFR3,6291,4/24/17,3494,71610,11922,0,10,7,0,3,6,1,0,0,0,0,0,0,0
856413,Banks and Financial Services,WFR3,3289,4/1/20,344,16472,922,0,5,2,1,2,1,1,0,0,0,1,0,0,0
1003265,Heavy Industry Manufacturing and Machinery,WFR3,1689,6/30/23,384,7606,2799,0,3,2,2,0,1,1,0,0,2,0,0,0,0
770501,Aerospace and Defense,WFR3,1472,2/7/08,649,6293,2345,0,24,8,15,2,1,7,0,0,15,0,0,0,0
964965,Telecommunication Services,Non-WFR,650,6/17/10,97,4513,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664750,Government and IGOs,WFR3,130,3/31/08,67,1341,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187087,Banks and Financial Services,WFR3,60,1/14/13,8,545,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213691,Tech Hardware Semiconductors and Equipment,WFR3,150,3/1/14,27,1882,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
